Zone Identifier;GL Account Code;Cost Center Code;Cognos Account
"MEX";"60001010";"210C3400C0";"405301"
"MEX";"60001010";"210C420050";"405102"
"MEX";"60001010";"210C4A0190";"404001"
"MEX";"60001010";"210C570070";"403001"
"MEX";"60001010";"210C820050";"405102"
"MEX";"60001010";"210CA20050";"405102"
"MEX";"60001010";"210CAA0090";"404001"
"MEX";"60001010";"210CBJ0050";"405102"
"MEX";"60001010";"210CCJ02C0";"405301"
"MEX";"60001010";"210CEJ02C0";"405301"
"MEX";"60001010";"210CJ20050";"405102"
"MEX";"60001010";"210CM70070";"403001"
"MEX";"60001010";"210CMJ02C0";"405301"
"MEX";"60001010";"210CP300C0";"405301"
"MEX";"60001010";"210CQ20050";"405102"
"MEX";"60001010";"210CR300C0";"405301"
"MEX";"60001010";"210CRJ02C0";"405301"
"MEX";"60001010";"570515G8F0";"405300"
"MEX";"60001010";"570I1986C0";"405301"
"MEX";"60001010";"570I19I6C0";"405301"
"MEX";"60001010";"570I19W2C0";"405301"
"MEX";"60001010";"570IM985C0";"405301"
"MEX";"60001010";"570IM992C0";"405301"
"MEX";"60001010";"570M1M77C0";"405301"
"MEX";"60001010";"570RM4H8C0";"405301"
"MEX";"60001010";"570X1498C0";"405301"
"MEX";"60001010";"570X15H4F0";"405300"
"MEX";"60001010";"570X1A21C0";"405301"
"MEX";"60001010";"570X1IW8C0";"405301"
"MEX";"60001010";"570X1IX7C0";"405301"
"MEX";"60001010";"580213M5C0";"405301"
"MEX";"60001010";"580C1AG1C0";"405301"
"MEX";"60001010";"580I19E5C0";"405301"
"MEX";"60001010";"580I19K2C0";"405301"
"MEX";"60001010";"580M1YH7C0";"405301"
"MEX";"60001010";"580R14B3C0";"405301"
"MEX";"60001010";"580R14N4C0";"405301"
"MEX";"60001010";"660K4H49A0";"405000"
"MEX";"60001010";"750K9500C0";"405301"
"MEX";"60001010";"A106J301C0";"405301"
"MEX";"60001011";"190N1B02A0";"405000"
"MEX";"60001011";"190N1H49A0";"405000"
"MEX";"60001011";"190N3D06A0";"405000"
"MEX";"60001011";"190N5439C0";"405301"
"MEX";"60001011";"190N5D23A0";"405000"
"MEX";"60001011";"190N7101C0";"405301"
"MEX";"60001011";"190N7D11A0";"405000"
"MEX";"60001011";"190N9101C0";"405301"
"MEX";"60001011";"190NB101C0";"405301"
"MEX";"60001011";"190NBI50A0";"405000"
"MEX";"60001011";"190NED11A0";"405000"
"MEX";"60001011";"190NEE43A0";"405000"
"MEX";"60001011";"210C1400C0";"405301"
"MEX";"60001011";"210C220050";"405102"
"MEX";"60001011";"210C270070";"403001"
"MEX";"60001011";"210C320450";"405102"
"MEX";"60001011";"210C3A0090";"404001"
"MEX";"60001011";"210C4400C0";"405301"
"MEX";"60001011";"210C520050";"405102"
"MEX";"60001011";"210C5300C0";"405301"
"MEX";"60001011";"210C5J0570";"403001"
"MEX";"60001011";"210C6300C0";"405301"
"MEX";"60001011";"210C6A0590";"404001"
"MEX";"60001011";"210C7100C0";"405301"
"MEX";"60001011";"210C770070";"403001"
"MEX";"60001011";"210C820250";"405102"
"MEX";"60001011";"210C8400C0";"405301"
"MEX";"60001011";"210C8A0390";"404001"
"MEX";"60001011";"210C920450";"405102"
"MEX";"60001014";"210CY302C0";"405301"
"MEX";"60001014";"570I1983C0";"405301"
"MEX";"60001014";"570I1991C0";"405301"
"MEX";"60001014";"570I19V7C0";"405301"
"MEX";"60001014";"570I19W7C0";"405301"
"MEX";"60001014";"570IM986C0";"405301"
"MEX";"60001014";"570IM9I6C0";"405301"
"MEX";"60001014";"570M1951C0";"405301"
"MEX";"60001014";"570MM378C0";"405301"
"MEX";"60001014";"570X1322C0";"405301"
"MEX";"60001014";"570X1498C0";"405301"
"MEX";"60001014";"570X1593F0";"405300"
"MEX";"60001014";"570X1928C0";"405301"
"MEX";"60001014";"570X1FL1C0";"405301"
"MEX";"60001014";"570X1IX0C0";"405301"
"MEX";"60001014";"570X1IX8C0";"405301"
"MEX";"60001014";"580C1AF3C0";"405301"
"MEX";"60001014";"580C1AG2C0";"405301"
"MEX";"60001014";"580I19E6C0";"405301"
"MEX";"60001014";"580I19K2C0";"405301"
"MEX";"60001014";"580M1YH7C0";"405301"
"MEX";"60001014";"580R14B3C0";"405301"
"MEX";"60001014";"580R14N4C0";"405301"
"MEX";"60001014";"660K4B02A0";"405000"
"MEX";"60001014";"690K2E73C0";"405301"
"MEX";"60001014";"880OB101C0";"405301"
"MEX";"60001015";"190N3439C0";"405301"
"MEX";"60001015";"190N3D33A0";"405000"
"MEX";"60001015";"190N7D2740";"405101"
"MEX";"60001015";"190N9D11A0";"405000"
"MEX";"60001015";"190NBC05A0";"405000"
"MEX";"60001015";"210C1100C0";"405301"
"MEX";"60001015";"210C220050";"405102"
"MEX";"60001015";"210C2A0190";"404001"
"MEX";"60001015";"210C3A0090";"404001"
"MEX";"60001015";"210C5100C0";"405301"
"MEX";"60001015";"210C5A0290";"404001"
"MEX";"60001015";"210C5A1390";"404001"
"MEX";"60001015";"210C5J0050";"405102"
"MEX";"60001015";"210C920050";"405102"
"MEX";"60001015";"210C9A0390";"404001"
"MEX";"60001015";"210CA100C0";"405301"
"MEX";"60001015";"210CAA1090";"404001"
"MEX";"60001015";"210CAA2190";"404001"
"MEX";"60001015";"210CB80090";"404001"
"MEX";"60001015";"210CC400C0";"405301"
"MEX";"60001015";"210CE300C0";"405301"
"MEX";"60001015";"210CM100C0";"405301"
"MEX";"60001015";"210CP100C0";"405301"
"MEX";"60001015";"210CPA0590";"404001"
"MEX";"60001015";"210CQA0890";"404001"
"MEX";"60001015";"210CR80090";"404001"
"MEX";"60001015";"210CU100C0";"405301"
"MEX";"60001015";"580C1AG5C0";"405301"
"MEX";"60001015";"660K4B02A0";"405000"
"MEX";"60001015";"660K5C05A0";"405000"
"MEX";"60001016";"190N3C05A0";"405000"
"MEX";"60001016";"190N7337C0";"405301"
"MEX";"60001016";"190N9337C0";"405301"
"MEX";"60001016";"190N9D2740";"405101"
"MEX";"60001016";"190NEE43A0";"405000"
"MEX";"60001016";"210C1A0190";"404001"
"MEX";"60001016";"210C2400C0";"405301"
"MEX";"60001016";"210C2A0490";"404001"
"MEX";"60001016";"210C380090";"404001"
"MEX";"60001016";"210C4A0390";"404001"
"MEX";"60001016";"210C5A0090";"404001"
"MEX";"60001016";"210C5A1090";"404001"
"MEX";"60001016";"210C5A2390";"404001"
"MEX";"60001016";"210C920050";"405102"
"MEX";"60001016";"210C9A0290";"404001"
"MEX";"60001016";"210CA100C0";"405301"
"MEX";"60001016";"210CAA1090";"404001"
"MEX";"60001016";"210CAA2190";"404001"
"MEX";"60001016";"210CBA0090";"404001"
"MEX";"60001016";"210CC70070";"403001"
"MEX";"60001016";"210CDA0090";"404001"
"MEX";"60001016";"210CEJ0570";"403001"
"MEX";"60001016";"210CMA0090";"404001"
"MEX";"60001016";"210CQ70070";"403001"
"MEX";"60001016";"210CR70070";"403001"
"MEX";"60001016";"210CRJ02C0";"405301"
"MEX";"60001016";"210CS70070";"403001"
"MEX";"60001016";"210CU80090";"404001"
"MEX";"60001016";"580C1AG1C0";"405301"
"MEX";"60001016";"660K4101C0";"405301"
"MEX";"60001016";"660K4K1940";"405101"
"MEX";"60001017";"110N3D1810";
"MEX";"60001017";"190N3D23A0";"405000"
"MEX";"60001017";"190N5B02A0";"405000"
"MEX";"60001017";"190N7337C0";"405301"
"MEX";"60001017";"190N7H49A0";"405000"
"MEX";"60001017";"190N9D23A0";"405000"
"MEX";"60001017";"190NBD33A0";"405000"
"MEX";"60001017";"190NEE43A0";"405000"
"MEX";"60001017";"210C180090";"404001"
"MEX";"60001017";"210C2600C0";"405301"
"MEX";"60001017";"210C320050";"405102"
"MEX";"60001017";"210C3A0190";"404001"
"MEX";"60001017";"210C4A0490";"404001"
"MEX";"60001012";"580I19E8C0";"405301"
"MEX";"60001012";"580M1Y87C0";"405301"
"MEX";"60001012";"580P16D6C0";"405301"
"MEX";"60001012";"580R14H8C0";"405301"
"MEX";"60001012";"660K4K1940";"405101"
"MEX";"60001012";"690K1H49A0";"405000"
"MEX";"60001012";"750K9C00A0";"405000"
"MEX";"60001012";"750T1E00A0";"405000"
"MEX";"60001012";"750T3F51A0";"405000"
"MEX";"60001012";"750T5C00A0";"405000"
"MEX";"60001013";"";"405000"
"MEX";"60001013";"190N3337C0";"405301"
"MEX";"60001013";"190N3D49C0";"405301"
"MEX";"60001013";"190N5C05A0";"405000"
"MEX";"60001013";"190N5D49C0";"405301"
"MEX";"60001013";"190N7D06A0";"405000"
"MEX";"60001013";"190N9D24A0";"405000"
"MEX";"60001013";"190NEB02A0";"405000"
"MEX";"60001013";"190NED31A0";"405000"
"MEX";"60001013";"210C120450";"405102"
"MEX";"60001013";"210C220030";"402102"
"MEX";"60001013";"210C320030";"402102"
"MEX";"60001013";"210C370070";"403001"
"MEX";"60001013";"210C470070";"403001"
"MEX";"60001013";"210C5300C0";"405301"
"MEX";"60001013";"210C6100C0";"405301"
"MEX";"60001013";"210C621250";"405102"
"MEX";"60001013";"210C6A0090";"404001"
"MEX";"60001013";"210C7400C0";"405301"
"MEX";"60001013";"210C820150";"405102"
"MEX";"60001013";"210C970070";"403001"
"MEX";"60001013";"210CA300C0";"405301"
"MEX";"60001013";"210CAJ0570";"403001"
"MEX";"60001013";"210CC400C0";"405301"
"MEX";"60001013";"210CE80090";"404001"
"MEX";"60001013";"210CH20050";"405102"
"MEX";"60001013";"210CIJ0150";"405102"
"MEX";"60001013";"210CK400C0";"405301"
"MEX";"60001013";"210CM300C0";"405301"
"MEX";"60001013";"210CO70070";"403001"
"MEX";"60001013";"210CP20450";"405102"
"MEX";"60001013";"210CQ100C0";"405301"
"MEX";"60001013";"210CQ600C0";"405301"
"MEX";"60001013";"210CR41FC0";"405301"
"MEX";"60001013";"210CRJ0890";"404001"
"MEX";"60001013";"210CS22150";"405102"
"MEX";"60001013";"210CY302C0";"405301"
"MEX";"60001013";"570I1987C0";"405301"
"MEX";"60001013";"570I19V7C0";"405301"
"MEX";"60001013";"570IM982C0";"405301"
"MEX";"60001013";"570IM989C0";"405301"
"MEX";"60001013";"570IM9I9C0";"405301"
"MEX";"60001013";"570RM4H8C0";"405301"
"MEX";"60001013";"570X1593F0";"405300"
"MEX";"60001013";"570X1AB3C0";"405301"
"MEX";"60001013";"570X1IX5C0";"405301"
"MEX";"60001013";"580213M5C0";"405301"
"MEX";"60001013";"580C1AG1C0";"405301"
"MEX";"60001013";"580I19E5C0";"405301"
"MEX";"60001013";"580I19K2C0";"405301"
"MEX";"60001013";"580M1YK6C0";"405301"
"MEX";"60001013";"580R14C5C0";"405301"
"MEX";"60001013";"660K4H49A0";"405000"
"MEX";"60001013";"690K1101C0";"405301"
"MEX";"60001013";"690K2E73C0";"405301"
"MEX";"60001013";"750T1600C0";"405301"
"MEX";"60001013";"750T5600C0";"405301"
"MEX";"60001013";"880OBD2820";"402101"
"MEX";"60001014";"190N1C03A0";"405000"
"MEX";"60001014";"190N3101C0";"405301"
"MEX";"60001014";"190N3D12A0";"405000"
"MEX";"60001014";"190N5D2740";"405101"
"MEX";"60001014";"190N7D23A0";"405000"
"MEX";"60001014";"190N9D06A0";"405000"
"MEX";"60001014";"190NBB02A0";"405000"
"MEX";"60001014";"190NBH49A0";"405000"
"MEX";"60001014";"190NEE43A0";"405000"
"MEX";"60001014";"210C1A0390";"404001"
"MEX";"60001014";"210C270070";"403001"
"MEX";"60001014";"210C370070";"403001"
"MEX";"60001014";"210C4400C0";"405301"
"MEX";"60001014";"210C4A0590";"404001"
"MEX";"60001014";"210C5A0090";"404001"
"MEX";"60001014";"210C8100C0";"405301"
"MEX";"60001014";"210C9A0090";"404001"
"MEX";"60001014";"210CA70070";"403001"
"MEX";"60001014";"210CAJ0570";"403001"
"MEX";"60001014";"210CC100C0";"405301"
"MEX";"60001014";"210CD300C0";"405301"
"MEX";"60001014";"210CEA0590";"404001"
"MEX";"60001014";"210CI100C0";"405301"
"MEX";"60001014";"210CJ300C0";"405301"
"MEX";"60001014";"210CMA0090";"404001"
"MEX";"60001014";"210CN300C0";"405301"
"MEX";"60001014";"210CP400C0";"405301"
"MEX";"60001014";"210CPA0490";"404001"
"MEX";"60001014";"210CQA1690";"404001"
"MEX";"60001014";"210CR70070";"403001"
"MEX";"60001014";"210CRJ0570";"403001"
"MEX";"60001014";"210CS80090";"404001"
"MEX";"60001019";"210CH70070";"403001"
"MEX";"60001019";"210CHA1590";"404001"
"MEX";"60001019";"210CKA0490";"404001"
"MEX";"60001019";"210CNA0090";"404001"
"MEX";"60001019";"210COJ0050";"405102"
"MEX";"60001019";"210CQ70070";"403001"
"MEX";"60001019";"210CRA0090";"404001"
"MEX";"60001019";"210CSA1190";"404001"
"MEX";"60001019";"660K4101C0";"405301"
"MEX";"60001020";"190N3101C0";"405301"
"MEX";"60001020";"190N3D23A0";"405000"
"MEX";"60001020";"190N5439C0";"405301"
"MEX";"60001020";"190N5H49A0";"405000"
"MEX";"60001020";"190N9439C0";"405301"
"MEX";"60001020";"190N9D33A0";"405000"
"MEX";"60001020";"190NED2740";"405101"
"MEX";"60001020";"210C320050";"405102"
"MEX";"60001020";"210C5100C0";"405301"
"MEX";"60001020";"210C5315C0";"405301"
"MEX";"60001020";"210C5A0590";"404001"
"MEX";"60001020";"210C6100C0";"405301"
"MEX";"60001020";"210C7A0090";"404001"
"MEX";"60001020";"210C8A1690";"404001"
"MEX";"60001020";"210CA100C0";"405301"
"MEX";"60001020";"210CDA0090";"404001"
"MEX";"60001020";"210CH400C0";"405301"
"MEX";"60001020";"210CHA0990";"404001"
"MEX";"60001020";"210CK300C0";"405301"
"MEX";"60001020";"210CP300C0";"405301"
"MEX";"60001020";"210CRJ0050";"405102"
"MEX";"60001020";"580C1AF9C0";"405301"
"MEX";"60001020";"660K4B02A0";"405000"
"MEX";"60001020";"660K5K07A0";"405000"
"MEX";"60001021";"190N3337C0";"405301"
"MEX";"60001021";"190N3D2740";"405101"
"MEX";"60001021";"190N7D11A0";"405000"
"MEX";"60001021";"190N9D11A0";"405000"
"MEX";"60001021";"190NBC05A0";"405000"
"MEX";"60001021";"210C1300C0";"405301"
"MEX";"60001021";"210C220050";"405102"
"MEX";"60001021";"210C3100C0";"405301"
"MEX";"60001021";"210C3A0290";"404001"
"MEX";"60001021";"210C5300C0";"405301"
"MEX";"60001021";"210C5A0390";"404001"
"MEX";"60001021";"210C5A1590";"404001"
"MEX";"60001021";"210C5J0570";"403001"
"MEX";"60001021";"210C9400C0";"405301"
"MEX";"60001021";"210C9A0490";"404001"
"MEX";"60001021";"210CA300C0";"405301"
"MEX";"60001021";"210CAA1190";"404001"
"MEX";"60001021";"210CAA2990";"404001"
"MEX";"60001021";"210CBA0090";"404001"
"MEX";"60001021";"210CCA0090";"404001"
"MEX";"60001021";"210CEA0590";"404001"
"MEX";"60001021";"210CM70070";"403001"
"MEX";"60001021";"210CP400C0";"405301"
"MEX";"60001021";"210CQ400C0";"405301"
"MEX";"60001021";"210CR20050";"405102"
"MEX";"60001021";"210CRJ0570";"403001"
"MEX";"60001021";"580C1AF5C0";"405301"
"MEX";"60001021";"660K4337C0";"405301"
"MEX";"60001021";"660K4K33A0";"405000"
"MEX";"60001022";"210C5400C0";"405301"
"MEX";"60001024";"190NED11A0";"405000"
"MEX";"60001024";"210CA300C0";"405301"
"MEX";"60001024";"660K4439C0";"405301"
"MEX";"60001025";"210C7A0090";"404001"
"MEX";"60001026";"210C580090";"404001"
"MEX";"60001027";"210C5400C0";"405301"
"MEX";"60001029";"210C5400C0";"405301"
"MEX";"60001029";"660K4439C0";"405301"
"MEX";"60001030";"190N3D06A0";"405000"
"MEX";"60001030";"190N7101C0";"405301"
"MEX";"60001030";"190N7D12A0";"405000"
"MEX";"60001030";"190N9D11A0";"405000"
"MEX";"60001030";"190NBB02A0";"405000"
"MEX";"60001030";"210C320050";"405102"
"MEX";"60001030";"210C5400C0";"405301"
"MEX";"60001030";"210C9400C0";"405301"
"MEX";"60001030";"210CC300C0";"405301"
"MEX";"60001030";"210CN100C0";"405301"
"MEX";"60001030";"210CRA0090";"404001"
"MEX";"60001030";"570X1323C0";"405301"
"MEX";"60001030";"580C1AF5C0";"405301"
"MEX";"60001030";"580R14N2C0";"405301"
"MEX";"60001030";"750T1N00A0";"405000"
"MEX";"60001031";"190N3C05A0";"405000"
"MEX";"60001031";"190N5C05A0";"405000"
"MEX";"60001031";"190N9C03A0";"405000"
"MEX";"60001031";"190N9I50A0";"405000"
"MEX";"60001031";"210C2A0090";"404001"
"MEX";"60001031";"210C5400C0";"405301"
"MEX";"60001031";"210CA80090";"404001"
"MEX";"60001031";"210CC20050";"405102"
"MEX";"60001031";"210CM100C0";"405301"
"MEX";"60001031";"210CR20050";"405102"
"MEX";"60001031";"210CUA0090";"404001"
"MEX";"60001031";"570X1355C0";"405301"
"MEX";"60001031";"580C1AF5C0";"405301"
"MEX";"60001031";"660K4439C0";"405301"
"MEX";"60001017";"210C5400C0";"405301"
"MEX";"60001017";"210C5A1590";"404001"
"MEX";"60001017";"210C5J0890";"404001"
"MEX";"60001017";"210C6A0090";"404001"
"MEX";"60001017";"210C7300C0";"405301"
"MEX";"60001017";"210C8400C0";"405301"
"MEX";"60001017";"210C8A0590";"404001"
"MEX";"60001017";"210C9100C0";"405301"
"MEX";"60001017";"210C9A0290";"404001"
"MEX";"60001017";"210CA20050";"405102"
"MEX";"60001017";"210CAA1090";"404001"
"MEX";"60001017";"210CAA2490";"404001"
"MEX";"60001017";"210CB80090";"404001"
"MEX";"60001017";"210CC400C0";"405301"
"MEX";"60001017";"210CDA0090";"404001"
"MEX";"60001017";"210CG400C0";"405301"
"MEX";"60001017";"210CHA0490";"404001"
"MEX";"60001017";"210CHA2090";"404001"
"MEX";"60001017";"210CJA0890";"404001"
"MEX";"60001017";"210CL300C0";"405301"
"MEX";"60001017";"210CMA0190";"404001"
"MEX";"60001017";"210CO20050";"405102"
"MEX";"60001017";"210COJ0050";"405102"
"MEX";"60001017";"210CPA0090";"404001"
"MEX";"60001017";"210CQ400C0";"405301"
"MEX";"60001017";"210CQA2090";"404001"
"MEX";"60001017";"210CRJ02C0";"405301"
"MEX";"60001017";"570X1301C0";"405301"
"MEX";"60001017";"580C1AG1C0";"405301"
"MEX";"60001017";"660K4439C0";"405301"
"MEX";"60001017";"660K5B03A0";"405000"
"MEX";"60001017";"690K2439C0";"405301"
"MEX";"60001017";"750T9E00A0";"405000"
"MEX";"60001018";"190N3D06A0";"405000"
"MEX";"60001018";"190N5101C0";"405301"
"MEX";"60001018";"190N5D23A0";"405000"
"MEX";"60001018";"190N7C05A0";"405000"
"MEX";"60001018";"190N9439C0";"405301"
"MEX";"60001018";"190N9H49A0";"405000"
"MEX";"60001018";"190NE439C0";"405301"
"MEX";"60001018";"210C1300C0";"405301"
"MEX";"60001018";"210C1A0490";"404001"
"MEX";"60001018";"210C2A0090";"404001"
"MEX";"60001018";"210C3600C0";"405301"
"MEX";"60001018";"210C4300C0";"405301"
"MEX";"60001018";"210C520550";"405102"
"MEX";"60001018";"210C5321C0";"405301"
"MEX";"60001018";"210C5A0390";"404001"
"MEX";"60001018";"210C5A1790";"404001"
"MEX";"60001018";"210C5J0890";"404001"
"MEX";"60001018";"210C6A0090";"404001"
"MEX";"60001018";"210C6A1390";"404001"
"MEX";"60001018";"210C7A0090";"404001"
"MEX";"60001018";"210C820050";"405102"
"MEX";"60001018";"210C8A0490";"404001"
"MEX";"60001018";"210C8A1690";"404001"
"MEX";"60001018";"210C9A0190";"404001"
"MEX";"60001018";"210CA100C0";"405301"
"MEX";"60001018";"210CAA0090";"404001"
"MEX";"60001018";"210CAA1790";"404001"
"MEX";"60001018";"210CAJ0890";"404001"
"MEX";"60001018";"210CC100C0";"405301"
"MEX";"60001018";"210CCA0590";"404001"
"MEX";"60001018";"210CEJ02C0";"405301"
"MEX";"60001018";"210CHA0290";"404001"
"MEX";"60001018";"210CHA1090";"404001"
"MEX";"60001018";"210CJ80090";"404001"
"MEX";"60001018";"210CK300C0";"405301"
"MEX";"60001018";"210CM100C0";"405301"
"MEX";"60001018";"210CMA0190";"404001"
"MEX";"60001018";"210CN20050";"405102"
"MEX";"60001018";"210CO400C0";"405301"
"MEX";"60001018";"210COJ02C0";"405301"
"MEX";"60001018";"210CPA0090";"404001"
"MEX";"60001018";"210CQ400C0";"405301"
"MEX";"60001018";"210CQA1690";"404001"
"MEX";"60001018";"210CRA0090";"404001"
"MEX";"60001018";"210CS400C0";"405301"
"MEX";"60001018";"570X1320C0";"405301"
"MEX";"60001018";"580C1AG1C0";"405301"
"MEX";"60001018";"660K4B02A0";"405000"
"MEX";"60001018";"660K5C05A0";"405000"
"MEX";"60001018";"690K2C07A0";"405000"
"MEX";"60001018";"750T5C00A0";"405000"
"MEX";"60001019";"190N3D06A0";"405000"
"MEX";"60001019";"190N5D06A0";"405000"
"MEX";"60001019";"190N9H49A0";"405000"
"MEX";"60001019";"190NED33A0";"405000"
"MEX";"60001019";"210C2100C0";"405301"
"MEX";"60001019";"210C4400C0";"405301"
"MEX";"60001019";"210C580090";"404001"
"MEX";"60001019";"210C5A2190";"404001"
"MEX";"60001019";"210C6A0090";"404001"
"MEX";"60001019";"210C720050";"405102"
"MEX";"60001019";"210C8A0090";"404001"
"MEX";"60001019";"210CA21150";"405102"
"MEX";"60001019";"210CAA2790";"404001"
"MEX";"60001019";"210CBA0490";"404001"
"MEX";"60001019";"210CCA0590";"404001"
"MEX";"60001019";"210CG300C0";"405301"
"MEX";"60001037";"210CH20050";"405102"
"MEX";"60001037";"210CK300C0";"405301"
"MEX";"60001037";"210CR41FC0";"405301"
"MEX";"60001037";"210CU300C0";"405301"
"MEX";"60001037";"570X1323C0";"405301"
"MEX";"60001037";"580M1YB4C0";"405301"
"MEX";"60001037";"660K5K16A0";"405000"
"MEX";"60001037";"690K2439C0";"405301"
"MEX";"60001037";"750KFI00A0";"405000"
"MEX";"60001038";"210C2A0090";"404001"
"MEX";"60001038";"210CF300C0";"405301"
"MEX";"60001038";"210CJ400C0";"405301"
"MEX";"60001038";"570U13C6C0";"405301"
"MEX";"60001038";"750K9N00A0";"405000"
"MEX";"60001039";"190N7439C0";"405301"
"MEX";"60001039";"210C1300C0";"405301"
"MEX";"60001039";"210C5400C0";"405301"
"MEX";"60001039";"210C7400C0";"405301"
"MEX";"60001039";"210CB20330";"402102"
"MEX";"60001039";"210CD20050";"405102"
"MEX";"60001039";"210CGA0690";"404001"
"MEX";"60001039";"210CH400C0";"405301"
"MEX";"60001039";"210CM20130";"402102"
"MEX";"60001039";"210CMA0390";"404001"
"MEX";"60001039";"210CS300C0";"405301"
"MEX";"60001039";"690K2101C0";"405301"
"MEX";"60001041";"210C8A0080";"404000"
"MEX";"60001041";"210CIA0080";"404000"
"MEX";"60001042";"210C5A0090";"404001"
"MEX";"60001042";"210CIA0090";"404001"
"MEX";"60001042";"210CNA0790";"404001"
"MEX";"60001043";"210CAA2790";"404001"
"MEX";"60001043";"210CNA0490";"404001"
"MEX";"60001044";"210C5A0090";"404001"
"MEX";"60001044";"210C9A1190";"404001"
"MEX";"60001044";"210CAA2490";"404001"
"MEX";"60001044";"210CHA0290";"404001"
"MEX";"60001044";"210CHA1090";"404001"
"MEX";"60001044";"210CJA0390";"404001"
"MEX";"60001044";"210CMA0190";"404001"
"MEX";"60001044";"210CUA0090";"404001"
"MEX";"60001045";"210C5A2190";"404001"
"MEX";"60001045";"210CAA1390";"404001"
"MEX";"60001045";"210CBA0090";"404001"
"MEX";"60001045";"210CHA0590";"404001"
"MEX";"60001045";"210CHA1590";"404001"
"MEX";"60001045";"210CKA0790";"404001"
"MEX";"60001045";"210CMA0690";"404001"
"MEX";"60001046";"210C5A1590";"404001"
"MEX";"60001046";"210CA80090";"404001"
"MEX";"60001046";"210CAA2490";"404001"
"MEX";"60001046";"210CGA0090";"404001"
"MEX";"60001046";"210CK80090";"404001"
"MEX";"60001047";"210C5A1590";"404001"
"MEX";"60001047";"210CHA0090";"404001"
"MEX";"60001048";"210C5J0890";"404001"
"MEX";"60001048";"210CMA0390";"404001"
"MEX";"60001049";"210C580090";"404001"
"MEX";"60001049";"210CB80090";"404001"
"MEX";"60001049";"210CHA1090";"404001"
"MEX";"60001049";"210CMA0090";"404001"
"MEX";"60001100";"190N1337C0";"405301"
"MEX";"60001100";"190N3D24A0";"405000"
"MEX";"60001100";"190NE337C0";"405301"
"MEX";"60001100";"210C2A1F80";"405301"
"MEX";"60001100";"210C5301C0";"405301"
"MEX";"60001100";"210C6302C0";"405301"
"MEX";"60001100";"210C6310C0";"405301"
"MEX";"60001100";"210C7300C0";"405301"
"MEX";"60001100";"210CA305C0";"405301"
"MEX";"60001100";"210CB300C0";"405301"
"MEX";"60001100";"210CG305C0";"405301"
"MEX";"60001100";"210CH314C0";"405301"
"MEX";"60001100";"210CK300C0";"405301"
"MEX";"60001100";"210CO302C0";"405301"
"MEX";"60001100";"210CP300C0";"405301"
"MEX";"60001100";"210CS100C0";"405301"
"MEX";"60001100";"390L2337C0";"405301"
"MEX";"60001100";"580C1AI3C0";"405301"
"MEX";"60001100";"660K6153C0";"405301"
"MEX";"60001100";"710T2600C0";"405301"
"MEX";"60001100";"750KFN00A0";"405000"
"MEX";"60001100";"750T1M00A0";"405000"
"MEX";"60001100";"750T2C00A0";"405000"
"MEX";"60001100";"750T3600C0";"405301"
"MEX";"60001100";"750T5E00C0";"405301"
"MEX";"60001101";"190N5101C0";"405301"
"MEX";"60001101";"210C1301C0";"405301"
"MEX";"60001101";"210C3300C0";"405301"
"MEX";"60001101";"210C5300C0";"405301"
"MEX";"60001101";"210CB300C0";"405301"
"MEX";"60001101";"210CH304C0";"405301"
"MEX";"60001101";"210CL100C0";"405301"
"MEX";"60001101";"210CP300C0";"405301"
"MEX";"60001101";"210CU300C0";"405301"
"MEX";"60001101";"750T3600C0";"405301"
"MEX";"60001103";"";"405301"
"MEX";"60001103";"190N3439C0";"405301"
"MEX";"60001103";"190N9101C0";"405301"
"MEX";"60001103";"190NDD06A0";"405000"
"MEX";"60001300";"210C620550";"405102"
"MEX";"60001300";"210C621550";"405102"
"MEX";"60001300";"210C720750";"405102"
"MEX";"60001300";"210C820050";"405102"
"MEX";"60001300";"210C820950";"405102"
"MEX";"60001300";"210C920250";"405102"
"MEX";"60001300";"210C921150";"405102"
"MEX";"60001300";"210CA21250";"405102"
"MEX";"60001300";"210CA22450";"405102"
"MEX";"60001300";"210CC20250";"405102"
"MEX";"60001300";"210CE20050";"405102"
"MEX";"60001300";"210CG20550";"405102"
"MEX";"60001300";"210CH20350";"405102"
"MEX";"60001300";"210CH21050";"405102"
"MEX";"60001300";"210CI20150";"405102"
"MEX";"60001300";"210CJ20350";"405102"
"MEX";"60001300";"210CK20050";"405102"
"MEX";"60001300";"210CL20150";"405102"
"MEX";"60001300";"210CM20550";"405102"
"MEX";"60001300";"210CO20050";"405102"
"MEX";"60001300";"210CO20950";"405102"
"MEX";"60001300";"210CP20050";"405102"
"MEX";"60001300";"210CP20750";"405102"
"MEX";"60001300";"210CQ21550";"405102"
"MEX";"60001300";"210CS20150";"405102"
"MEX";"60001300";"210CS21150";"405102"
"MEX";"60001300";"220CH20550";"405102"
"MEX";"60001300";"220CP20550";"405102"
"MEX";"60001300";"FE03200C62";"405102"
"MEX";"60001300";"FE15200C62";"405102"
"MEX";"60001300";"FG02200E62";"405102"
"MEX";"60001300";"FG10200E62";"405102"
"MEX";"60001300";"FQ03200C62";"405102"
"MEX";"60001300";"FQ13200C62";"405102"
"MEX";"60001300";"FS03200C60";
"MEX";"60001300";"FS11200C62";"405102"
